,u-g,g-r,r-i,i-z,ecc,m4_u,m4_g,m4_r,m4_i,m4_z,petroR50_u,petroR50_r,petroR50_z,petroR90_u,petroR90_r,petroR90_z,class
137,1.8103099999999976,0.7614300000000007,0.3413600000000016,0.235599999999998,0.6756673,2.030635,2.178472,2.194035,2.19633,2.13927,0.9153117,0.9826228,0.9081754,2.246193,2.89607,2.851721,merger
138,1.9156700000000024,0.8682199999999991,0.4059899999999992,0.3275700000000014,0.7547444,2.511772,2.409395,2.427659,2.43881,2.439871,2.987164,2.879826,2.739824,9.038304,8.712169,8.329321,elliptical
139,1.7642300000000013,0.7548100000000009,0.3739399999999993,0.2958800000000003,0.9222095,2.387379,2.348435,2.352686,2.358026,2.350366,4.300192,3.207598,2.999046,11.24505,9.76103,9.102633,elliptical
140,1.9054,0.7704799999999992,0.3879800000000006,0.2377500000000001,0.8181263,2.590384,2.594307,2.535502,2.550721,2.510297,11.39274,10.91804,10.2062,36.64095,25.85636,26.92926,spiral
141,1.4298600000000017,0.5608799999999992,0.2769200000000005,0.1612399999999993,0.9063611,1.973251,2.112201,2.204915,2.229957,2.238075,6.983705,8.095392,6.151535,11.17902,15.28316,10.06396,spiral
142,1.86139,0.8964400000000001,0.4077699999999993,0.3165900000000015,0.7578501,2.323412,2.361702,2.362901,2.383876,2.393711,3.697661,3.02761,2.770007,10.36663,10.16315,9.060469,elliptical
143,2.063129999999997,0.944250000000002,0.4339300000000001,0.3176299999999994,0.8250995,2.54746,2.442123,2.44465,2.448657,2.440355,10.01105,4.823817,4.648013,19.54906,14.87115,14.98399,elliptical
144,1.1965199999999996,0.8325199999999988,0.4231599999999993,0.2821300000000022,0.4811639,2.037367,1.962275,2.20565,2.282012,2.348923,2.849784,2.864368,2.648201,5.692786,6.250712,6.634095,spiral
145,2.1738,1.163059999999998,0.4603100000000015,0.3316800000000004,0.7399858,2.404897,2.48108,2.48398,2.474597,2.488683,5.262548,4.930643,4.465492,17.59078,13.85789,12.94912,elliptical
146,1.8649500000000003,0.8798500000000011,0.41568,0.3195599999999992,0.9319268,2.439371,2.405022,2.445652,2.458221,2.423273,5.745497,3.62015,3.564533,14.36475,11.70868,11.83424,elliptical
147,1.98865,0.9604800000000004,0.4229699999999994,0.3714399999999997,0.8244902,2.443397,2.416739,2.412802,2.433409,2.404784,2.742142,2.96798,2.652877,10.74284,9.431715,8.73231,elliptical
148,1.9112100000000023,0.80917,0.4019300000000001,0.2809999999999988,0.7230154,2.389381,2.365099,2.359127,2.37398,2.366087,6.749693,6.72664,5.523906,23.04755,24.52514,22.30246,merger
149,2.005429999999997,0.9180900000000012,0.4188100000000005,0.30837,0.8383012,2.357323,2.362319,2.393031,2.390912,2.372871,2.769948,2.518723,2.409891,8.570746,8.200273,7.588621,elliptical
150,1.9040700000000008,0.8523700000000005,0.4056100000000011,0.3250599999999988,0.8193933,2.508687,2.4339,2.428914,2.421668,2.410482,5.021898,4.924489,4.617844,16.13846,16.16968,15.774,elliptical
151,1.2825699999999998,0.61477,0.3686399999999992,0.2631399999999999,0.8316596,2.501974,2.4529,2.42139,2.422462,2.400961,5.310633,4.136116,3.439263,13.72186,12.00379,10.24246,spiral
152,1.732569999999999,0.7932200000000016,0.3651499999999998,0.2759499999999999,0.7729652,2.440563,2.436527,2.438067,2.450391,2.449846,3.903986,3.353124,3.374084,10.00324,10.09797,9.481544,elliptical
153,1.4829800000000013,0.7655499999999993,0.4303500000000007,0.2207799999999995,0.8744032,2.434669,2.414796,2.447862,2.473006,2.472625,3.38264,4.023749,3.503794,8.011024,12.86589,11.39342,merger
154,1.4934600000000025,0.8662299999999981,0.4343199999999996,0.3150900000000014,0.4906232,2.387251,2.529668,2.525753,2.490839,2.487824,5.08212,3.473336,3.107052,9.206557,8.380891,7.720072,spiral
155,2.0652399999999997,0.9598100000000008,0.4325899999999993,0.3369699999999991,0.7754218,2.20296,2.472402,2.386127,2.368967,2.330862,4.399585,3.698499,3.074914,6.769549,8.702432,7.562442,spiral
156,1.09891,0.4746500000000004,0.4760600000000003,0.0964799999999996,0.4707251,2.026563,2.149112,2.236728,2.225766,2.219836,4.216201,4.016979,3.648293,8.100314,9.161736,7.762969,merger
157,1.1147400000000012,0.2703699999999998,0.2074499999999979,0.043960000000002,0.8368931,2.115416,2.062882,2.126772,2.151322,2.158025,2.513355,2.67392,2.402533,4.805918,5.934056,5.162122,merger
158,1.51248,0.6980599999999999,0.3208400000000004,0.2482399999999991,0.9111523,2.154459,2.337934,2.449664,2.484684,2.514828,13.38808,12.38916,12.16434,29.35962,25.01432,26.13133,spiral
159,1.332930000000001,0.5961099999999995,0.3563299999999998,0.1724599999999974,0.9196674,1.891686,2.053773,2.140706,2.170573,2.260046,4.559176,4.520121,3.982357,7.877472,8.789117,7.658587,spiral
160,1.071990000000003,0.4092299999999973,0.2844100000000011,0.1568599999999982,0.7029682,2.075502,2.246043,2.264744,2.275195,2.298872,2.450904,2.705899,2.724157,5.821415,6.63113,6.405684,merger
